date,open,high,low,close,volume,money
2019-08-08,6.03,6.05,5.99,6.0,2265311.0,13628996.8
2019-08-09,6.01,6.05,5.86,5.89,3631975.0,21556496.79
2019-08-12,5.84,6.0,5.84,5.97,3028563.0,18002483.87
2019-08-13,5.95,5.95,5.89,5.91,2421538.0,14316708.88
2019-08-14,5.98,6.0,5.91,5.92,3320290.0,19785540.44
2019-08-15,5.8,5.93,5.71,5.89,4808738.0,27918830.72
2019-08-16,5.93,6.06,5.87,5.96,4579863.0,27358877.76
2019-08-19,6.4,6.56,6.28,6.56,14581072.0,94620479.87
2019-08-20,6.88,6.96,6.55,6.56,22567793.0,152976202.53
2019-08-21,6.54,6.96,6.4,6.72,18362945.0,121992575.96
2019-08-22,6.98,7.19,6.77,6.87,16475193.0,113676165.94
2019-08-23,6.8,6.86,6.66,6.67,10432505.0,70276503.09
2019-08-26,6.5,6.7,6.47,6.69,7950845.0,52522643.39
2019-08-27,6.63,6.73,6.62,6.7,8738961.0,58419300.75
2019-08-28,6.65,6.68,6.56,6.64,7021900.0,46490581.9
2019-08-29,6.61,6.91,6.56,6.75,11957118.0,80458701.11
2019-08-30,6.74,6.75,6.45,6.47,8527796.0,56238856.79
2019-09-02,6.47,6.65,6.47,6.58,6456874.0,42478905.06
2019-09-03,6.62,6.91,6.54,6.77,13979140.0,94621679.58
2019-09-04,6.74,7.06,6.69,6.98,17553872.0,120770739.76
2019-09-05,6.96,7.02,6.87,6.89,15151854.0,105107296.02
2019-09-06,6.86,6.92,6.76,6.82,6474558.0,44276336.91
2019-09-09,6.85,6.93,6.84,6.89,6241099.0,42957476.14
2019-09-10,6.89,6.97,6.86,6.91,7451007.0,51594346.85
2019-09-11,6.94,6.94,6.77,6.77,5740235.0,39181840.25
2019-09-12,6.83,6.84,6.69,6.77,3889730.0,26279939.61
2019-09-16,6.8,6.82,6.65,6.68,5192140.0,34863797.28
2019-09-17,6.66,6.74,6.47,6.52,5640106.0,37224281.25
2019-09-18,6.58,6.58,6.49,6.49,3145365.0,20524574.7
2019-09-19,6.54,6.54,6.4,6.52,3354798.0,21736262.62
2019-09-20,6.52,6.59,6.5,6.54,2861346.0,18728338.82
