date,open,close,high,low,volume,code
2018-02-06,5.39,5.13,5.39,5.12,28015.0,600131
2018-02-07,5.23,5.21,5.35,5.11,34791.0,600131
2018-02-08,5.2,5.31,5.33,5.2,21445.0,600131
2018-02-09,5.31,5.12,5.31,5.1,20738.0,600131
2018-02-12,5.23,5.3,5.33,5.16,16138.0,600131
2018-02-13,5.34,5.33,5.39,5.3,13017.0,600131
2018-02-14,5.35,5.33,5.38,5.31,9127.0,600131
2018-02-22,5.34,5.43,5.45,5.34,11958.0,600131
2018-02-23,5.43,5.43,5.47,5.39,10001.0,600131
2018-02-26,5.43,5.55,5.56,5.43,15708.0,600131
2018-02-27,5.57,5.55,5.57,5.51,10444.0,600131
2018-02-28,5.55,5.55,5.56,5.44,11525.0,600131
2018-03-01,5.53,5.58,5.59,5.46,13049.0,600131
2018-03-02,5.55,5.73,5.92,5.51,31040.0,600131
2018-03-05,5.64,5.73,5.75,5.64,18998.0,600131
2018-03-06,5.78,5.75,5.78,5.7,11638.0,600131
2018-03-07,5.75,5.89,5.95,5.72,40251.0,600131
2018-03-08,5.89,5.89,5.93,5.82,20361.0,600131
2018-03-09,5.88,5.9,5.92,5.83,18088.0,600131
2018-03-12,5.9,5.99,6.02,5.84,31266.0,600131
2018-03-13,5.95,6.12,6.17,5.95,41898.0,600131
2018-03-14,6.09,6.17,6.17,6.05,31771.0,600131
2018-03-15,6.18,6.19,6.25,6.13,31601.0,600131
2018-03-16,6.22,6.38,6.47,6.16,63287.0,600131
2018-03-19,6.33,6.1,6.37,6.09,50322.0,600131
2018-03-20,6.05,6.1,6.14,5.94,29944.0,600131
2018-03-21,6.08,6.27,6.32,6.08,43019.0,600131
2018-03-22,6.25,6.39,6.42,6.23,45810.0,600131
2018-03-23,6.24,6.11,6.33,5.95,65345.0,600131
2018-03-26,5.98,5.91,5.98,5.7,44688.0,600131
2018-03-27,6.07,6.5,6.5,6.07,173961.0,600131
2018-03-28,6.38,6.56,6.75,6.32,163369.0,600131
2018-03-29,6.48,6.48,6.54,6.4,59982.0,600131
2018-03-30,6.54,6.44,6.56,6.36,57775.0,600131
2018-04-02,6.49,6.37,6.49,6.32,47235.0,600131
2018-04-03,6.29,6.4,6.48,6.18,52631.0,600131
2018-04-04,6.38,6.31,6.43,6.3,27692.0,600131
2018-04-09,6.1,6.18,6.27,6.1,31388.0,600131
2018-04-10,6.21,6.23,6.25,6.16,19195.0,600131
2018-04-11,6.2,6.22,6.3,6.2,18587.0,600131
2018-04-12,6.18,6.25,6.3,6.15,21171.0,600131
2018-04-13,6.21,6.19,6.28,6.19,11675.0,600131
2018-04-16,6.23,6.02,6.23,6.01,20278.0,600131
2018-04-17,6.05,5.98,6.12,5.98,15885.0,600131
2018-04-18,6.09,5.91,6.09,5.75,28034.0,600131
2018-04-19,5.85,5.94,5.97,5.85,16698.0,600131
2018-04-20,5.93,5.78,5.94,5.75,19920.0,600131
2018-04-23,5.76,5.65,5.84,5.63,14117.0,600131
2018-04-24,5.65,5.9,5.95,5.65,21592.0,600131
2018-04-25,5.92,5.86,5.92,5.8,15854.0,600131
2018-04-26,5.9,5.79,5.95,5.79,16725.0,600131
2018-04-27,5.79,5.84,5.91,5.78,14258.0,600131
