date,open,close,high,low,volume,code
2018-02-06,42.0,42.85,43.33,41.72,615120.0,601601
2018-02-07,43.2,42.54,44.22,41.3,492611.0,601601
2018-02-08,42.08,40.83,42.4,39.64,377501.0,601601
2018-02-09,39.46,37.33,39.78,36.75,594316.0,601601
2018-02-12,37.4,36.89,37.51,35.84,310928.0,601601
2018-02-13,37.5,38.61,39.19,37.5,303956.0,601601
2018-02-14,38.65,38.95,39.45,38.11,137961.0,601601
2018-02-22,39.4,40.53,40.66,39.4,152013.0,601601
2018-02-23,40.89,41.47,41.98,40.26,161398.0,601601
2018-02-26,41.7,42.51,42.59,41.07,215179.0,601601
2018-02-27,42.6,41.8,42.7,41.38,173305.0,601601
2018-02-28,41.0,40.03,41.3,39.98,169353.0,601601
2018-03-01,39.76,40.18,40.88,39.59,171648.0,601601
2018-03-02,39.5,38.9,39.85,38.65,217806.0,601601
2018-03-05,39.0,39.02,39.45,38.23,169108.0,601601
2018-03-06,39.35,40.39,40.42,38.66,182538.0,601601
2018-03-07,40.31,39.44,40.79,39.13,182001.0,601601
2018-03-08,39.31,40.07,40.46,39.3,154083.0,601601
2018-03-09,40.13,40.29,40.75,39.82,116193.0,601601
2018-03-12,40.8,40.0,40.99,39.78,181961.0,601601
2018-03-13,39.92,38.82,40.24,38.6,181991.0,601601
2018-03-14,38.51,38.98,39.2,38.5,131566.0,601601
2018-03-15,38.67,40.28,40.3,38.67,228271.0,601601
2018-03-16,40.55,40.76,41.77,40.39,244668.0,601601
2018-03-19,40.73,42.04,42.1,40.65,189743.0,601601
2018-03-20,41.51,41.66,42.04,41.26,135062.0,601601
2018-03-21,42.48,40.39,42.81,39.81,222034.0,601601
2018-03-22,40.01,39.46,40.48,38.66,266332.0,601601
2018-03-23,37.79,39.26,39.29,37.7,330281.0,601601
2018-03-26,38.89,36.89,38.89,36.23,404768.0,601601
2018-03-27,37.5,36.14,37.59,35.56,506976.0,601601
2018-03-28,35.52,34.41,36.12,34.15,434162.0,601601
2018-03-29,34.41,35.16,35.28,33.28,465536.0,601601
2018-03-30,34.84,33.93,34.99,33.68,447483.0,601601
2018-04-02,33.75,33.47,34.48,33.37,389320.0,601601
2018-04-03,33.06,33.18,33.53,32.84,350007.0,601601
2018-04-04,33.45,33.18,33.57,32.96,313344.0,601601
2018-04-09,33.3,33.83,33.9,33.11,279394.0,601601
2018-04-10,33.75,34.46,34.53,33.57,379915.0,601601
2018-04-11,34.46,34.24,34.66,34.12,252871.0,601601
2018-04-12,34.3,33.39,34.34,33.38,259017.0,601601
2018-04-13,33.75,32.98,33.82,32.87,234247.0,601601
2018-04-16,32.93,32.65,33.26,32.25,285848.0,601601
2018-04-17,32.93,32.19,33.09,32.06,238098.0,601601
2018-04-18,32.43,31.98,32.6,31.85,303058.0,601601
2018-04-19,32.18,32.18,32.47,31.86,350469.0,601601
2018-04-20,32.05,31.17,32.18,30.76,352953.0,601601
2018-04-23,30.99,31.6,31.65,30.78,220425.0,601601
2018-04-24,31.61,32.99,33.12,31.61,430678.0,601601
2018-04-25,32.77,32.54,32.9,32.42,180300.0,601601
2018-04-26,32.74,31.71,32.8,31.31,236472.0,601601
2018-04-27,31.82,31.6,32.03,30.45,342433.0,601601
