date,open,close,high,low,volume,code
2016-01-15,16.633,16.237,16.885,16.111,82187.0,600993
2016-01-18,15.792,16.45,16.778,15.763,69480.0,600993
2016-01-19,16.247,17.088,17.117,16.247,82287.0,600993
2016-01-20,16.933,16.749,17.262,16.537,87572.0,600993
2016-01-21,16.537,16.198,16.962,16.121,70375.0,600993
2016-01-22,16.411,16.334,16.508,15.879,77531.0,600993
2016-01-25,16.411,16.517,16.711,16.324,77120.0,600993
2016-01-26,16.034,14.941,16.14,14.864,193114.0,600993
2016-01-27,14.893,14.98,15.115,14.196,121169.0,600993
2016-01-28,14.593,14.738,15.047,14.516,66262.0,600993
2016-01-29,14.815,15.231,15.357,14.68,85772.0,600993
2016-02-01,15.231,14.989,15.231,14.757,58801.0,600993
2016-02-02,15.018,15.347,15.405,14.989,73836.0,600993
2016-02-03,15.134,15.241,15.328,14.883,66159.0,600993
2016-02-04,15.473,15.512,15.521,15.289,100958.0,600993
2016-02-05,15.57,15.473,15.657,15.289,67839.0,600993
2016-02-15,14.98,15.512,15.541,14.844,80337.0,600993
2016-02-16,15.531,16.024,16.111,15.531,130232.0,600993
2016-02-17,16.024,16.082,16.305,15.686,97246.0,600993
2016-02-18,16.227,15.947,16.227,15.918,87037.0,600993
2016-02-19,15.86,15.937,15.976,15.734,67359.0,600993
2016-02-22,16.16,16.295,16.324,16.034,93072.0,600993
2016-02-23,16.44,16.45,16.808,16.111,147274.0,600993
2016-02-24,16.256,16.382,16.459,15.956,77032.0,600993
2016-02-25,16.295,14.893,16.295,14.796,127607.0,600993
2016-02-26,15.096,15.038,15.154,14.748,61472.0,600993
2016-02-29,14.97,14.361,15.018,14.032,78630.0,600993
2016-03-01,14.361,14.786,14.854,14.245,58600.0,600993
2016-03-02,14.786,15.454,15.541,14.699,96250.0,600993
2016-03-03,15.357,15.434,15.608,15.28,86104.0,600993
2016-03-04,15.357,15.038,15.405,14.728,92770.0,600993
2016-03-07,15.125,15.386,15.579,15.125,75731.0,600993
2016-03-08,15.328,15.415,15.444,14.709,71600.0,600993
2016-03-09,15.105,15.202,15.386,15.028,47070.0,600993
2016-03-10,15.086,14.96,15.318,14.902,40174.0,600993
2016-03-11,14.999,15.047,15.144,14.786,34813.0,600993
2016-03-14,15.26,15.55,15.715,15.193,93864.0,600993
2016-03-15,15.55,15.347,15.599,15.26,56166.0,600993
2016-03-16,15.396,15.038,15.492,14.97,45380.0,600993
2016-03-17,15.183,15.521,15.541,15.038,71624.0,600993
2016-03-18,15.521,16.073,16.102,15.502,155798.0,600993
2016-03-21,16.256,16.401,16.537,16.15,126714.0,600993
2016-03-22,16.305,16.266,16.566,16.169,77602.0,600993
2016-03-23,16.247,16.372,16.392,16.131,59317.0,600993
2016-03-24,16.237,15.918,16.237,15.908,84827.0,600993
2016-03-25,15.918,16.082,16.111,15.86,69974.0,600993
2016-03-28,16.131,16.024,16.382,15.927,81841.0,600993
2016-03-29,16.092,15.773,16.102,15.628,62012.0,600993
2016-03-30,15.908,16.382,16.43,15.908,122304.0,600993
2016-03-31,16.343,16.285,16.479,16.169,87851.0,600993
2016-04-01,16.237,16.189,16.372,15.869,69490.0,600993
2016-04-05,16.15,16.701,16.749,16.15,105285.0,600993
2016-04-06,16.643,16.653,16.749,16.421,92267.0,600993
2016-04-07,16.759,16.285,16.808,16.247,96233.0,600993
2016-04-08,16.189,16.179,16.256,15.956,69968.0,600993
2016-04-11,16.343,16.924,17.069,16.247,178439.0,600993
2016-04-12,16.856,16.691,16.991,16.43,117015.0,600993
2016-04-13,16.72,16.885,17.107,16.72,137337.0,600993
2016-04-14,17.02,17.04,17.059,16.837,87715.0,600993
2016-04-15,17.069,16.943,17.088,16.827,64971.0,600993
2016-04-18,16.895,16.517,16.895,16.44,79733.0,600993
2016-04-19,16.614,16.653,16.759,16.498,59038.0,600993
2016-04-20,16.614,15.715,16.691,15.55,118135.0,600993
2016-04-21,15.715,15.55,15.927,15.492,73474.0,600993
2016-04-22,15.473,15.734,15.744,15.415,47408.0,600993
2016-04-25,15.637,15.618,15.695,15.405,48368.0,600993
2016-04-26,15.637,15.792,15.802,15.57,46249.0,600993
2016-04-27,15.792,15.705,15.908,15.657,49430.0,600993
2016-04-28,15.763,15.937,15.995,15.512,64243.0,600993
2016-04-29,15.84,16.16,16.314,15.782,71573.0,600993
2016-05-03,16.111,16.566,16.711,16.015,92123.0,600993
