date,open,high,low,close,volume,money
2019-07-23,3.48,3.51,3.47,3.5,12601102.0,44038679.0
2019-07-24,3.5,3.55,3.5,3.52,13922100.0,49169950.0
2019-07-25,3.51,3.53,3.47,3.5,15608344.0,54617574.0
2019-07-26,3.49,3.52,3.47,3.51,9562018.0,33458250.0
2019-07-29,3.49,3.52,3.48,3.5,8778740.0,30684203.0
2019-07-30,3.49,3.53,3.49,3.51,10151800.0,35687390.0
2019-07-31,3.5,3.5,3.44,3.46,14501900.0,50265983.0
2019-08-01,3.45,3.46,3.4,3.42,13999197.0,47884940.0
2019-08-02,3.36,3.42,3.35,3.42,15562191.0,52594915.0
2019-08-05,3.4,3.41,3.37,3.39,10387242.0,35213327.0
2019-08-06,3.31,3.34,3.24,3.3,22025984.0,72588431.0
2019-08-07,3.31,3.33,3.28,3.29,9786320.0,32318541.0
2019-08-08,3.28,3.32,3.27,3.28,11820534.0,38886705.0
2019-08-09,3.3,3.31,3.24,3.26,10568950.0,34571016.0
2019-08-12,3.26,3.29,3.24,3.29,9627226.0,31385317.0
2019-08-13,3.26,3.27,3.24,3.27,7023933.0,22869357.0
2019-08-14,3.3,3.32,3.27,3.28,10175700.0,33554774.0
2019-08-15,3.23,3.28,3.2,3.27,9495720.0,30791322.0
2019-08-16,3.27,3.29,3.25,3.26,9195697.0,30098563.0
2019-08-19,3.27,3.34,3.27,3.34,18465868.0,61219569.0
2019-08-20,3.35,3.41,3.34,3.34,15998811.0,53809944.0
2019-08-21,3.36,3.38,3.34,3.38,13362654.0,44940174.0
2019-08-22,3.38,3.39,3.33,3.36,10439744.0,35016008.0
2019-08-23,3.37,3.37,3.34,3.37,9553043.0,32110080.0
2019-08-26,3.3,3.33,3.28,3.31,10544294.0,34914008.0
2019-08-27,3.33,3.38,3.32,3.37,14020464.0,47041374.0
2019-08-28,3.35,3.44,3.34,3.4,20621158.0,69989290.0
2019-08-29,3.42,3.42,3.36,3.38,11709500.0,39609137.0
2019-08-30,3.4,3.43,3.33,3.35,13198754.0,44450156.0
2019-09-02,3.34,3.43,3.33,3.42,19641751.0,66842903.0
2019-09-03,3.41,3.48,3.39,3.46,20126124.0,69186701.0
2019-09-04,3.44,3.5,3.44,3.5,21035764.0,73217014.0
2019-09-05,3.5,3.58,3.48,3.5,34689682.0,122533234.0
2019-09-06,3.54,3.54,3.49,3.52,18937702.0,66551840.0
2019-09-09,3.55,3.56,3.48,3.54,24330180.0,85670165.0
2019-09-10,3.52,3.56,3.49,3.52,17671169.0,62182730.0
2019-09-11,3.53,3.54,3.5,3.54,16059608.0,56551965.0
2019-09-12,3.53,3.54,3.5,3.52,14193578.0,49849011.0
2019-09-16,3.53,3.56,3.52,3.53,21027203.0,74422107.0
2019-09-17,3.54,3.55,3.45,3.46,19959412.0,69705597.0
2019-09-18,3.48,3.5,3.43,3.43,10902933.0,37762096.0
2019-09-19,3.44,3.48,3.4,3.47,14082776.0,48475737.0
2019-09-20,3.48,3.48,3.44,3.44,9670560.0,33373442.0
2019-09-23,3.45,3.45,3.37,3.4,14351770.0,48824781.0
2019-09-24,3.4,3.45,3.39,3.42,13561957.0,46569888.0
2019-09-25,3.4,3.45,3.39,3.41,12829570.0,43912728.0
2019-09-26,3.41,3.43,3.36,3.36,14570421.0,49237943.0
2019-09-27,3.35,3.4,3.33,3.36,10067418.0,33952442.0
2019-09-30,3.35,3.38,3.32,3.32,9469800.0,31751564.0
2019-10-08,3.32,3.38,3.32,3.36,8766700.0,29467811.0
2019-10-09,3.35,3.4,3.31,3.38,8102917.0,27294012.0
2019-10-10,3.38,3.42,3.36,3.41,9429135.0,32054581.0
2019-10-11,3.42,3.47,3.41,3.46,15578219.0,53737443.0
2019-10-14,3.48,3.49,3.44,3.46,14668357.0,50792171.0
2019-10-15,3.47,3.47,3.42,3.43,9409855.0,32299645.0
2019-10-16,3.43,3.49,3.43,3.45,14681469.0,50841044.0
2019-10-17,3.44,3.49,3.42,3.47,15695049.0,54441431.0
2019-10-18,3.48,3.49,3.4,3.41,12667068.0,43695986.0
2019-10-21,3.41,3.41,3.36,3.39,11565322.0,39124760.0
2019-10-22,3.39,3.45,3.38,3.43,11262686.0,38528258.0
2019-10-23,3.44,3.46,3.38,3.39,6764323.0,23081399.0
2019-10-24,3.38,3.43,3.38,3.42,8631300.0,29368706.0
2019-10-25,3.41,3.44,3.39,3.43,7600391.0,25939726.0
2019-10-28,3.42,3.46,3.42,3.45,12262105.0,42255792.0
2019-10-29,3.44,3.46,3.41,3.42,9029600.0,30934751.0
2019-10-30,3.4,3.42,3.36,3.36,12987779.0,43789758.0
2019-10-31,3.35,3.37,3.31,3.32,9098047.0,30393488.0
2019-11-01,3.32,3.36,3.31,3.34,10102963.0,33736379.0
2019-11-04,3.34,3.38,3.34,3.35,10560730.0,35481283.0
2019-11-05,3.36,3.37,3.34,3.35,6514844.0,21861344.0
2019-11-06,3.36,3.36,3.3,3.32,8284294.0,27579688.0
2019-11-07,3.33,3.35,3.31,3.32,6640571.0,22082081.0
2019-11-08,3.33,3.34,3.31,3.32,6978400.0,23217355.0
2019-11-11,3.31,3.31,3.25,3.25,9066011.0,29621827.0
2019-11-12,3.25,3.27,3.23,3.24,6623506.0,21488699.0
2019-11-13,3.26,3.26,3.19,3.19,8966510.0,28794793.0
2019-11-14,3.22,3.23,3.17,3.22,7717138.0,24763664.0
2019-11-15,3.22,3.23,3.18,3.19,5814931.0,18635330.0
2019-11-18,3.17,3.21,3.15,3.19,6900498.0,21992145.0
2019-11-19,3.21,3.25,3.19,3.25,7484334.0,24176966.0
2019-11-20,3.26,3.26,3.21,3.22,5749422.0,18557682.0
2019-11-21,3.21,3.24,3.2,3.24,4606950.0,14861149.0
2019-11-22,3.24,3.28,3.23,3.24,8561200.0,27899604.0
2019-11-25,3.24,3.29,3.21,3.27,10309838.0,33605850.0
2019-11-26,3.27,3.29,3.25,3.26,7244691.0,23647024.0
2019-11-27,3.25,3.28,3.24,3.26,6066800.0,19786600.0
2019-11-28,3.27,3.28,3.25,3.26,7476789.0,24388250.0
2019-11-29,3.26,3.28,3.25,3.28,5713621.0,18636696.0
2019-12-02,3.28,3.28,3.24,3.26,8288720.0,27005416.0
2019-12-03,3.24,3.26,3.23,3.26,5498504.0,17836168.0
2019-12-04,3.25,3.26,3.23,3.25,5927200.0,19261028.0
2019-12-05,3.25,3.27,3.25,3.27,5796400.0,18905846.0
2019-12-06,3.27,3.28,3.26,3.28,6007351.0,19651075.0
2019-12-09,3.28,3.28,3.26,3.27,7284600.0,23821511.0
2019-12-10,3.27,3.27,3.25,3.27,5396913.0,17608806.0
2019-12-11,3.27,3.28,3.25,3.26,7356964.0,24019162.0
2019-12-12,3.27,3.27,3.25,3.25,6654688.0,21686828.0
