date,open,close,high,low,volume,code
2018-02-06,5.01,4.82,5.08,4.81,25809.0,300318
2018-02-07,4.85,4.95,5.05,4.81,18636.0,300318
2018-02-08,4.97,5.04,5.07,4.95,16618.0,300318
2018-02-09,4.93,4.86,5.04,4.83,22307.0,300318
2018-02-12,4.86,5.0,5.01,4.86,16604.0,300318
2018-02-13,5.0,5.02,5.16,4.98,17463.0,300318
2018-02-14,5.06,5.03,5.08,5.01,10965.0,300318
2018-02-22,5.2,5.08,5.2,5.03,11442.0,300318
2018-02-23,5.09,5.07,5.15,5.04,11601.0,300318
2018-02-26,5.11,5.19,5.2,5.06,25325.0,300318
2018-02-27,5.18,5.22,5.23,5.13,22251.0,300318
2018-02-28,5.15,5.21,5.29,5.13,25431.0,300318
2018-03-01,5.17,5.33,5.35,5.16,31540.0,300318
2018-03-02,5.32,5.25,5.39,5.24,25417.0,300318
2018-03-05,5.25,5.24,5.28,5.2,15174.0,300318
2018-03-06,5.27,5.34,5.45,5.25,36862.0,300318
2018-03-07,5.33,5.28,5.47,5.26,21884.0,300318
2018-03-08,5.25,5.34,5.35,5.25,12859.0,300318
2018-03-09,5.32,5.46,5.53,5.31,46679.0,300318
2018-03-12,5.5,5.6,5.63,5.44,44814.0,300318
2018-03-13,5.6,5.58,5.96,5.49,62301.0,300318
2018-03-14,5.5,5.46,5.54,5.45,36909.0,300318
2018-03-15,5.46,5.41,5.47,5.32,21183.0,300318
2018-03-16,5.43,5.37,5.48,5.36,20902.0,300318
2018-03-19,5.37,5.43,5.47,5.34,15307.0,300318
2018-03-20,5.42,5.58,5.66,5.38,42753.0,300318
2018-03-21,5.55,5.46,5.63,5.46,29191.0,300318
2018-03-22,5.47,5.47,5.54,5.42,18970.0,300318
2018-03-23,5.38,5.14,5.48,5.06,42203.0,300318
2018-03-26,5.07,5.24,5.24,5.0,27793.0,300318
2018-03-27,5.3,5.44,5.44,5.25,31166.0,300318
2018-03-28,5.4,5.47,5.56,5.34,40188.0,300318
2018-03-29,5.51,5.47,5.53,5.42,20949.0,300318
2018-03-30,5.51,5.57,5.57,5.49,36251.0,300318
2018-04-02,5.58,5.56,5.64,5.51,40767.0,300318
2018-04-03,5.47,5.55,5.6,5.39,30624.0,300318
2018-04-04,5.55,5.46,5.66,5.44,40210.0,300318
2018-04-09,5.4,5.45,5.48,5.37,19906.0,300318
2018-04-10,5.53,5.53,5.63,5.42,51649.0,300318
2018-04-11,5.58,5.65,5.66,5.56,65850.0,300318
2018-04-12,5.63,5.85,6.18,5.61,151816.0,300318
2018-04-13,5.81,5.73,5.9,5.7,75809.0,300318
2018-04-16,5.71,5.63,5.73,5.58,45541.0,300318
2018-04-17,5.66,5.45,5.69,5.43,46086.0,300318
2018-04-18,5.5,5.55,5.59,5.25,47735.0,300318
2018-04-19,5.56,5.45,5.59,5.42,33446.0,300318
2018-04-20,5.47,5.3,5.51,5.28,32213.0,300318
2018-04-23,5.3,5.27,5.35,5.2,23748.0,300318
2018-04-24,5.31,5.4,5.41,5.25,20351.0,300318
2018-04-25,5.4,5.49,5.49,5.37,28471.0,300318
2018-04-26,5.5,5.3,5.52,5.28,28407.0,300318
2018-04-27,5.34,5.67,5.79,5.25,96629.0,300318
