date,open,close,high,low,volume,code
2018-02-06,26.047,25.874,26.334,24.81,309247.0,000895
2018-02-07,25.874,24.743,26.114,24.724,246268.0,000895
2018-02-08,24.82,24.101,24.973,23.814,227253.0,000895
2018-02-09,23.335,24.092,24.437,23.287,310349.0,000895
2018-02-12,24.111,25.443,25.587,24.053,149482.0,000895
2018-02-13,25.711,25.721,26.133,25.491,110194.0,000895
2018-02-14,25.97,25.682,26.114,25.395,70649.0,000895
2018-02-22,26.114,26.392,26.526,25.893,78041.0,000895
2018-02-23,26.449,26.248,26.66,26.133,63299.0,000895
2018-02-26,26.305,26.65,26.967,26.219,96285.0,000895
2018-02-27,26.928,25.912,27.005,25.845,94198.0,000895
2018-02-28,25.778,25.98,26.353,25.625,100233.0,000895
2018-03-01,25.826,26.325,26.9,25.826,117114.0,000895
2018-03-02,26.114,26.583,26.832,26.018,61678.0,000895
2018-03-05,26.65,26.171,26.708,26.008,71941.0,000895
2018-03-06,26.248,26.785,26.823,25.759,116387.0,000895
2018-03-07,26.641,26.334,27.245,26.238,116003.0,000895
2018-03-08,26.363,26.909,26.938,26.19,85333.0,000895
2018-03-09,26.995,27.312,27.35,26.842,103707.0,000895
2018-03-12,27.407,27.312,27.647,27.005,90796.0,000895
2018-03-13,27.312,26.852,27.312,26.717,60235.0,000895
2018-03-14,26.88,27.417,27.58,26.813,103350.0,000895
2018-03-15,27.321,27.331,27.647,26.976,73334.0,000895
2018-03-16,27.321,26.832,27.446,26.737,60519.0,000895
2018-03-19,26.89,26.737,27.072,26.497,58779.0,000895
2018-03-20,26.65,26.88,27.015,26.392,58351.0,000895
2018-03-21,26.813,26.66,27.11,26.526,59014.0,000895
2018-03-22,26.555,25.817,26.737,25.721,123470.0,000895
2018-03-23,24.964,25.625,25.663,24.485,197207.0,000895
2018-03-26,25.366,24.264,25.721,23.804,220962.0,000895
2018-03-27,24.264,24.264,24.993,23.9,241007.0,000895
2018-03-28,23.958,23.756,23.958,23.421,160803.0,000895
2018-03-29,23.814,24.418,24.6,23.315,157173.0,000895
2018-03-30,24.379,24.533,24.791,24.312,106304.0,000895
2018-04-02,24.533,23.766,24.561,23.632,112308.0,000895
2018-04-03,23.268,23.507,23.9,23.105,93603.0,000895
2018-04-04,23.718,24.533,24.782,23.526,139942.0,000895
2018-04-09,24.437,24.322,24.619,23.9,85923.0,000895
2018-04-10,24.207,24.743,24.753,23.958,66906.0,000895
2018-04-11,24.667,25.05,25.318,24.523,89564.0,000895
2018-04-12,25.012,24.82,25.242,24.734,38335.0,000895
2018-04-13,25.069,24.283,25.079,24.226,46651.0,000895
2018-04-16,24.255,24.657,24.82,24.111,58732.0,000895
2018-04-17,24.533,24.159,24.916,24.14,71637.0,000895
2018-04-18,24.255,23.986,24.475,23.708,61549.0,000895
2018-04-19,23.986,24.782,24.839,23.986,71917.0,000895
2018-04-20,24.916,24.801,25.108,24.561,70282.0,000895
2018-04-23,24.897,24.6,25.002,24.197,62654.0,000895
2018-04-24,24.58,24.973,25.251,24.58,83580.0,000895
2018-04-25,25.098,25.299,25.299,24.83,107078.0,000895
2018-04-26,25.299,25.251,25.443,24.638,122393.0,000895
2018-04-27,25.42,25.01,25.49,23.93,134570.0,000895
