increase,amplitude,close,vol,value,volume,increase,amplitude,close,vol,value,volume,increase,amplitude,close,vol,value,volume,increase,amplitude,close,vol,value,volume,increase,amplitude,close,vol,value,volume
0.02393272962483824,0.028460543337645503,15.83,41156.0,15.088999999999999,42452.8,0.02393272962483824,0.028460543337645503,15.83,41156.0,15.088999999999999,42452.8
0.02393272962483824,0.028460543337645503,15.83,41156.0,15.088999999999999,42452.8

