code
688363
688116
688099
688036
688012
688009
688008
688001
603993
603986
603927
603882
603738
603678
603659
603588
603501
603444
603366
603283
603258
603131
603118
603093
603083
603079
603019
603010
601990
601933
601878
601877
601698
601607
601555
601519
601236
601231
601162
601108
601066
600909
600862
600764
600760
600745
600737
600711
600703
600695
600641
600588
600584
600580
600570
600546
600459
600456
600446
600391
600383
600273
600267
600226
600221
600216
600206
600201
600183
600171
600160
600118
600110
600109
600094
600088
600037
300771
300760
300748
300724
300709
300706
300699
300686
300661
300655
300628
300623
300571
300568
300558
300552
300513
300502
300493
300476
300474
300456
300433
300413
300398
300397
300383
300377
300373
300353
300348
300316
300308
300294
300274
300253
300244
300236
300232
300230
300226
300223
300188
300177
300166
300160
300085
300083
300078
300068
300059
300054
300053
300044
300036
300031
300017
300014
300012
300010
300001
002966
002961
002945
002926
002925
002916
002837
002829
002812
002805
002714
002670
002669
002643
002624
002623
002613
002602
002594
002584
002556
002555
002511
002475
002468
002460
002439
002436
002428
002426
002409
002402
002396
002385
002384
002371
002369
002368
002353
002352
002308
002274
002241
002235
002230
002223
002221
002217
002169
002161
002156
002151
002129
002126
002115
002079
002077
002065
002048
002019
002013
002002
000998
000977
000938
000936
000875
000859
000818
000768
000733
000728
000723
000665
000652
000636
000625
000547
000513
000413
000156
000100
000063
000009
